Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;target system;double bond equivalents
CETYLPYRIDINIUM;4;304.54;6.46;3.88;15.0;0;22.0;1.0;0.0;C21H38N+;1;0;RESPIRATORY;3.5
DEQUALINIUM;4;456.68;6.17;59.8;11.0;0;34.0;4.0;4.0;C30H40N4+2;0;0;RESPIRATORY;13.0
AMLEXANOX;4;298.3;2.75;106.42;2.0;0;22.0;6.0;3.0;C16H14N2O4;0;1;RESPIRATORY;11.0
NEOMYCIN;4;614.6;-2.0181844675880463;353.0;9.0;0;42.0;19.0;13.0;C23H46N6O13;0;0;RESPIRATORY;4.0
OLODATEROL;4;386.45;2.38;100.05;7.0;0;28.0;7.0;4.0;C21H26N2O5;1;0;RESPIRATORY;10.0
BETAMETHASONE VALERATE;4;476.59;3.64;100.9;6.0;0;34.0;6.0;2.0;C27H37FO6;0;0;RESPIRATORY;9.0
DOXOFYLLINE;3;266.26;-1.19;80.28;2.0;0;19.0;8.0;0.0;C11H14N4O4;0;0;RESPIRATORY;7.0
CHLOPHEDIANOL;4;289.81;3.53;23.47;5.0;0;20.0;2.0;1.0;C17H20ClNO;1;0;RESPIRATORY;8.0
PRENOXDIAZINE;0;361.49;4.47;42.16;7.0;0;27.0;4.0;0.0;C23H27N3O;0;0;RESPIRATORY;12.0
RUPATADINE;3;415.97;5.63;29.02;2.0;0;30.0;3.0;0.0;C26H26ClN3;0;0;RESPIRATORY;15.0
FEXOFENADINE;4;501.67;5.51;81.0;10.0;0;37.0;5.0;3.0;C32H39NO4;1;1;RESPIRATORY;14.0
DOXAPRAM;4;378.52;3.17;32.78;6.0;0;28.0;4.0;0.0;C24H30N2O2;0;0;RESPIRATORY;11.0
QUIFENADINE;0;293.41;3.26;23.47;3.0;0;22.0;2.0;1.0;C20H23NO;1;0;RESPIRATORY;10.0
DIPHENHYDRAMINE;4;255.36;3.35;12.47;6.0;0;19.0;2.0;0.0;C17H21NO;1;0;RESPIRATORY;8.0
HYDROCODONE;4;299.37;1.93;38.77;1.0;0;22.0;4.0;0.0;C18H21NO3;1;0;RESPIRATORY;9.0
BECLOMETHASONE DIPROPIONATE;4;521.05;4.09;106.97;6.0;0;36.0;7.0;1.0;C28H37ClO7;0;0;RESPIRATORY;10.0
INDANAZOLINE;0;201.27;1.55;36.42;1.0;0;15.0;3.0;2.0;C12H15N3;1;0;RESPIRATORY;7.0
LEVOVERBENONE;0;150.22;2.18;17.07;0.0;0;11.0;1.0;0.0;C10H14O;0;0;RESPIRATORY;4.0
METHYLPROMAZINE;4;298.45;4.49;6.48;4.0;0;21.0;2.0;0.0;C18H22N2S;1;0;RESPIRATORY;9.0
DEXAMETHASONE SODIUM PHOSPHATE;4;516.41;2.01;141.36;4.0;0;32.0;8.0;4.0;C22H28FNa2O8P;0;1;RESPIRATORY;8.5
MESNA;4;164.18;-0.2;54.37;2.0;0;7.0;3.0;1.0;C2H5NaO3S2;0;1;RESPIRATORY;0.5
BILASTINE;4;463.62;4.86;67.59;10.0;0;34.0;6.0;1.0;C28H37N3O3;1;1;RESPIRATORY;12.0
ACLIDINIUM BROMIDE;4;564.57;4.67;55.76;9.0;0;33.0;5.0;1.0;C26H30BrNO4S2;0;0;RESPIRATORY;12.0
EPINASTINE;4;249.32;2.47;41.62;0.0;0;19.0;3.0;2.0;C16H15N3;1;0;RESPIRATORY;11.0
BROMPHENIRAMINE;4;319.25;3.93;16.13;5.0;0;19.0;2.0;0.0;C16H19BrN2;1;0;RESPIRATORY;8.0
NOSCAPINE;4;413.43;2.88;75.69;4.0;0;30.0;8.0;0.0;C22H23NO7;0;0;RESPIRATORY;12.0
RITIOMETAN;0;286.35;0.72;111.9;9.0;0;16.0;6.0;3.0;C7H10O6S3;0;1;RESPIRATORY;3.0
ETHYLMORPHINE;0;313.4;1.89;41.93;2.0;0;23.0;4.0;1.0;C19H23NO3;1;0;RESPIRATORY;9.0
CYPROHEPTADINE;4;287.41;4.7;3.24;0.0;0;22.0;1.0;0.0;C21H21N;0;0;RESPIRATORY;12.0
TIOTROPIUM BROMIDE;4;490.44;2.35;59.06;4.0;0;26.0;5.0;1.0;C19H24BrNO5S2;0;0;RESPIRATORY;8.0
ISOAMINILE;4;244.38;3.44;27.03;5.0;0;18.0;2.0;0.0;C16H24N2;1;0;RESPIRATORY;6.0
DOMIODOL;0;244.03;0.16;38.69;2.0;0;9.0;3.0;1.0;C5H9IO3;0;0;RESPIRATORY;1.0
GRAMICIDIN;4;1882.3;2.3669291055717343;549.0;52.0;0;136.0;17.0;21.0;C99H140N20O17;0;0;RESPIRATORY;40.0
SERATRODAST;0;354.45;4.61;71.44;8.0;0;26.0;4.0;1.0;C22H26O4;0;1;RESPIRATORY;10.0
NITRIC OXIDE;4;30.01;-0.45;39.37;0.0;0;2.0;2.0;0.0;NO;0;0;RESPIRATORY;0.0
DOXYLAMINE;4;270.38;2.92;25.36;6.0;0;20.0;3.0;0.0;C17H22N2O;1;0;RESPIRATORY;8.0
MOMETASONE FUROATE;4;521.44;4.87;93.81;4.0;0;35.0;6.0;1.0;C27H30Cl2O6;0;0;RESPIRATORY;12.0
PHENYLEPHRINE;4;167.21;0.65;52.49;3.0;0;12.0;3.0;3.0;C9H13NO2;1;0;RESPIRATORY;4.0
PIMETHIXENE;0;293.44;4.68;3.24;0.0;0;21.0;1.0;0.0;C19H19NS;0;0;RESPIRATORY;11.0
BENZONATATE;4;603.75;2.83;121.4;32.0;0;42.0;12.0;1.0;C30H53NO11;0;0;RESPIRATORY;5.0
CHLORPHENIRAMINE;4;274.8;3.82;16.13;5.0;0;19.0;2.0;0.0;C16H19ClN2;1;0;RESPIRATORY;8.0
GUAIFENESIN;4;198.22;0.43;58.92;5.0;0;14.0;4.0;2.0;C10H14O4;0;0;RESPIRATORY;4.0
MORCLOFONE;0;405.88;3.3;57.23;8.0;0;28.0;6.0;0.0;C21H24ClNO5;0;0;RESPIRATORY;10.0
ETHAMIVAN;4;223.27;1.88;49.77;4.0;0;16.0;4.0;1.0;C12H17NO3;0;0;RESPIRATORY;5.0
LORATADINE;4;382.89;4.89;42.43;1.0;0;27.0;4.0;0.0;C22H23ClN2O2;0;0;RESPIRATORY;12.0
TRIPELENNAMINE;4;255.37;2.65;19.37;6.0;0;19.0;3.0;0.0;C16H21N3;1;0;RESPIRATORY;8.0
OXOMEMAZINE;3;330.45;3.17;40.62;4.0;0;23.0;4.0;0.0;C18H22N2O2S;0;0;RESPIRATORY;9.0
PROMETHAZINE;4;284.43;4.24;6.48;3.0;0;20.0;2.0;0.0;C17H20N2S;1;0;RESPIRATORY;9.0
IPRATROPIUM BROMIDE;4;430.38;2.85;46.53;5.0;0;24.0;4.0;1.0;C20H32BrNO4;0;0;RESPIRATORY;5.0
RETINOL;4;286.46;5.51;20.23;5.0;0;21.0;1.0;1.0;C20H30O;0;0;RESPIRATORY;6.0
PIRBUTEROL;4;240.3;0.7;85.61;4.0;0;17.0;5.0;4.0;C12H20N2O3;1;0;RESPIRATORY;4.0
ANTAZOLINE;4;265.36;2.69;27.63;5.0;0;20.0;3.0;1.0;C17H19N3;1;0;RESPIRATORY;10.0
BENZALKONIUM;4;318.57;6.57;0.0;14.0;0;23.0;1.0;0.0;C22H40N+;1;0;RESPIRATORY;3.5
BETAMETHASONE;4;392.47;1.9;94.83;2.0;0;28.0;5.0;3.0;C22H29FO5;0;0;RESPIRATORY;8.0
AMBROXOL;3;378.11;3.19;58.28;3.0;0;18.0;3.0;4.0;C13H18Br2N2O;1;0;RESPIRATORY;5.0
MUPIROCIN;4;500.63;2.59;146.05;16.0;0;35.0;9.0;4.0;C26H44O9;0;1;RESPIRATORY;5.0
AZATADINE;4;290.41;3.71;16.13;0.0;0;22.0;2.0;0.0;C20H22N2;0;0;RESPIRATORY;11.0
IBUPROFEN;4;206.28;3.07;37.3;4.0;0;15.0;2.0;1.0;C13H18O2;0;1;RESPIRATORY;5.0
CHLOROPYRAMINE;0;289.81;3.3;19.37;6.0;0;20.0;3.0;0.0;C16H20ClN3;1;0;RESPIRATORY;8.0
REVEFENACIN;4;597.76;4.84;108.21;10.0;0;44.0;9.0;3.0;C35H43N5O4;1;0;RESPIRATORY;17.0
INDACATEROL;4;392.5;3.15;85.35;6.0;0;29.0;5.0;4.0;C24H28N2O3;1;0;RESPIRATORY;12.0
ALMITRINE;4;477.56;4.26;69.21;10.0;0;35.0;7.0;2.0;C26H29F2N7;0;0;RESPIRATORY;15.0
DYCLONINE;4;289.42;3.92;29.54;8.0;0;21.0;3.0;0.0;C18H27NO2;0;0;RESPIRATORY;6.0
IBUDILAST;3;230.31;3.3;34.37;3.0;0;17.0;3.0;0.0;C14H18N2O;0;0;RESPIRATORY;7.0
TERBUTALINE;4;225.29;1.52;72.72;3.0;0;16.0;4.0;4.0;C12H19NO3;1;0;RESPIRATORY;4.0
DICHLOROBENZYL ALCOHOL;4;177.03;2.49;20.23;1.0;0;10.0;1.0;1.0;C7H6Cl2O;0;0;RESPIRATORY;4.0
ACETYLDIHYDROCODEINE;0;343.42;2.3;48.0;2.0;0;25.0;5.0;0.0;C20H25NO4;1;0;RESPIRATORY;9.0
TRITOQUALINE;4;500.55;3.64;110.94;8.0;0;36.0;10.0;2.0;C26H32N2O8;0;0;RESPIRATORY;12.0
OXELADIN;0;335.49;3.65;38.77;12.0;0;24.0;4.0;0.0;C20H33NO3;1;0;RESPIRATORY;5.0
ZAFIRLUKAST;4;575.69;5.7;115.73;8.0;0;41.0;9.0;2.0;C31H33N3O6S;0;1;RESPIRATORY;17.0
PIPERIDIONE;0;169.22;0.88;46.17;2.0;0;12.0;3.0;1.0;C9H15NO2;0;0;RESPIRATORY;3.0
DIMETHOXANATE;0;358.46;4.0;42.01;6.0;0;25.0;5.0;0.0;C19H22N2O3S;1;0;RESPIRATORY;10.0
TIXOCORTOL PIVALATE;0;462.65;4.1;91.67;3.0;0;32.0;5.0;2.0;C26H38O5S;0;0;RESPIRATORY;8.0
CHLORCYCLIZINE;1;300.83;3.68;6.48;3.0;0;21.0;2.0;0.0;C18H21ClN2;0;0;RESPIRATORY;9.0
BETAMETHASONE DIPROPIONATE;4;504.6;3.82;106.97;6.0;0;36.0;7.0;1.0;C28H37FO7;0;0;RESPIRATORY;10.0
DROXYPROPINE;0;305.42;2.01;49.77;8.0;0;22.0;4.0;1.0;C18H27NO3;0;0;RESPIRATORY;6.0
OCTENIDINE HYDROCHLORIDE;2;623.84;9.63;34.58;25.0;0;40.0;4.0;0.0;C36H64Cl2N4;1;0;RESPIRATORY;6.0
PENTYLENETETRAZOL;2;138.17;0.4;43.6;0.0;0;10.0;4.0;0.0;C6H10N4;0;0;RESPIRATORY;4.0
THEOPHYLLINE;4;180.17;-1.04;72.68;0.0;0;13.0;6.0;1.0;C7H8N4O2;0;0;RESPIRATORY;6.0
SEQUIFENADINE;0;321.46;3.88;23.47;3.0;0;24.0;2.0;1.0;C22H27NO;1;0;RESPIRATORY;10.0
TRIPROLIDINE;4;278.4;3.92;16.13;4.0;0;21.0;2.0;0.0;C19H22N2;1;0;RESPIRATORY;10.0
CHLORPHENOXAMINE;4;303.83;4.18;12.47;6.0;0;21.0;2.0;0.0;C18H22ClNO;1;0;RESPIRATORY;8.0
ERDOSTEINE;4;249.31;-0.05;83.47;5.0;0;15.0;5.0;2.0;C8H11NO4S2;0;1;RESPIRATORY;4.0
THIETHYLPERAZINE;4;399.63;5.04;9.72;6.0;0;27.0;3.0;0.0;C22H29N3S2;0;0;RESPIRATORY;10.0
FORMOTEROL;4;344.41;2.22;90.82;9.0;0;25.0;6.0;4.0;C19H24N2O4;1;0;RESPIRATORY;9.0
CYCLIZINE;4;266.39;3.02;6.48;3.0;0;20.0;2.0;0.0;C18H22N2;0;0;RESPIRATORY;9.0
EBASTINE;3;469.67;7.22;29.54;9.0;0;35.0;3.0;0.0;C32H39NO2;0;0;RESPIRATORY;14.0
TULOBUTEROL;4;227.74;2.76;32.26;3.0;0;15.0;2.0;2.0;C12H18ClNO;1;0;RESPIRATORY;4.0
EUCALYPTOL;3;154.25;2.74;9.23;0.0;0;11.0;1.0;0.0;C10H18O;0;0;RESPIRATORY;2.0
FRAMYCETIN;3;614.65;-8.9;353.11;9.0;0;42.0;19.0;19.0;C23H46N6O13;1;0;RESPIRATORY;4.0
DIPHENYLPYRALINE;4;281.4;3.89;12.47;4.0;0;21.0;2.0;0.0;C19H23NO;1;0;RESPIRATORY;9.0
BUDESONIDE;4;430.54;2.72;93.06;4.0;0;31.0;6.0;2.0;C25H34O6;0;0;RESPIRATORY;9.0
EPRAZINONE;0;380.53;3.9;32.78;9.0;0;28.0;4.0;0.0;C24H32N2O2;0;0;RESPIRATORY;10.0
AMINOPHYLLINE;4;420.43;-1.04;72.68;0.0;0;13.0;6.0;1.0;C16H24N10O4;0;0;RESPIRATORY;10.0
BIBENZONIUM BROMIDE;0;364.33;3.69;9.23;7.0;0;21.0;2.0;0.0;C19H26BrNO;0;0;RESPIRATORY;7.0
THEOBROMINE;3;180.17;-1.04;72.68;0.0;0;13.0;6.0;1.0;C7H8N4O2;0;0;RESPIRATORY;6.0
DIMETHINDENE;4;292.43;4.15;16.13;5.0;0;22.0;2.0;0.0;C20H24N2;1;0;RESPIRATORY;10.0
CICLESONIDE;4;540.7;4.7;99.13;5.0;0;39.0;7.0;1.0;C32H44O7;0;0;RESPIRATORY;11.0
TIPEPIDINE;2;275.44;4.34;3.24;2.0;0;18.0;1.0;0.0;C15H17NS2;0;0;RESPIRATORY;8.0
HYDROXYETHYLPROMETHAZINE;0;329.49;3.75;23.47;5.0;0;23.0;3.0;1.0;C19H25N2OS+;1;0;RESPIRATORY;9.0
PHENOL;4;94.11;1.39;20.23;0.0;0;7.0;1.0;1.0;C6H6O;0;0;RESPIRATORY;4.0
TUAMINOHEPTANE;0;115.22;1.91;26.02;4.0;0;8.0;1.0;2.0;C7H17N;1;0;RESPIRATORY;0.0
CLOPERASTINE;0;329.87;4.93;12.47;6.0;0;23.0;2.0;0.0;C20H24ClNO;1;0;RESPIRATORY;9.0
THONZYLAMINE;0;286.38;2.05;41.49;7.0;0;21.0;5.0;0.0;C16H22N4O;1;0;RESPIRATORY;8.0
BETAMETHASONE ACETATE;4;434.5;2.47;100.9;3.0;0;31.0;6.0;2.0;C24H31FO6;0;0;RESPIRATORY;9.0
OXYQUINOLINE;0;145.16;1.94;33.12;0.0;0;11.0;2.0;1.0;C9H7NO;0;0;RESPIRATORY;7.0
PYRROBUTAMINE;0;311.86;5.06;3.24;5.0;0;22.0;1.0;0.0;C20H22ClN;1;0;RESPIRATORY;10.0
POTASSIUM IODIDE;4;166.0;-1.0;0.0;0.0;1;2.0;1.0;0.0;IK;0;0;RESPIRATORY;0.0
BAMIFYLLINE;0;385.47;0.34;85.29;8.0;0;28.0;8.0;1.0;C20H27N5O3;1;0;RESPIRATORY;10.0
NORMETHADONE;0;295.43;3.9;20.31;7.0;0;22.0;2.0;0.0;C20H25NO;1;0;RESPIRATORY;9.0
CLOBUTINOL;4;255.79;2.83;23.47;5.0;0;17.0;2.0;1.0;C14H22ClNO;1;0;RESPIRATORY;4.0
PRETHCAMIDE;0;466.67;3.949264064629659;81.2;11.0;0;33.0;4.0;0.0;C25H46N4O4;0;0;RESPIRATORY;5.0
DIBUNIC ACID;0;320.45;4.68;54.37;1.0;0;22.0;3.0;1.0;C18H24O3S;0;1;RESPIRATORY;7.0
BETAMETHASONE SODIUM PHOSPHATE;4;516.41;2.01;141.36;4.0;0;32.0;8.0;4.0;C22H28FNa2O8P;0;1;RESPIRATORY;8.5
DYPHYLLINE;4;254.25;-2.21;102.28;3.0;0;18.0;8.0;2.0;C10H14N4O4;0;0;RESPIRATORY;6.0
BENZOCAINE;4;165.19;1.45;52.32;2.0;0;12.0;3.0;2.0;C9H11NO2;0;0;RESPIRATORY;5.0
METHDILAZINE;4;296.44;4.24;6.48;2.0;0;21.0;2.0;0.0;C18H20N2S;1;0;RESPIRATORY;10.0
EPROZINOL;0;354.49;3.12;35.94;8.0;0;26.0;4.0;1.0;C22H30N2O2;0;0;RESPIRATORY;9.0
TETRAHYDROZOLINE;4;200.28;2.11;24.39;1.0;0;15.0;2.0;1.0;C13H16N2;1;0;RESPIRATORY;7.0
COCAINE;4;303.36;1.87;55.84;3.0;0;22.0;5.0;0.0;C17H21NO4;1;0;RESPIRATORY;8.0
PHOLCODINE;4;398.5;1.2;54.4;4.0;0;29.0;6.0;1.0;C23H30N2O4;1;0;RESPIRATORY;10.0
TERFENADINE;4;471.69;6.45;43.7;8.0;0;35.0;3.0;2.0;C32H41NO2;1;0;RESPIRATORY;13.0
FLUNISOLIDE;4;434.5;2.27;93.06;2.0;0;31.0;6.0;2.0;C24H31FO6;0;0;RESPIRATORY;9.0
ACRIVASTINE;4;348.45;4.02;53.43;6.0;0;26.0;4.0;1.0;C22H24N2O2;1;1;RESPIRATORY;12.0
PHENINDAMINE;4;261.37;3.92;3.24;1.0;0;20.0;1.0;0.0;C19H19N;1;0;RESPIRATORY;11.0
CLEMASTINE;4;343.9;5.1;12.47;6.0;0;24.0;2.0;0.0;C21H26ClNO;1;0;RESPIRATORY;9.0
PHENYLPROPANOLAMINE;4;151.21;1.07;46.25;2.0;0;11.0;2.0;3.0;C9H13NO;1;0;RESPIRATORY;4.0
CLENBUTEROL;4;277.2;3.0;58.28;3.0;0;17.0;3.0;4.0;C12H18Cl2N2O;1;0;RESPIRATORY;4.0
FLUTICASONE PROPIONATE;4;500.58;4.43;80.67;4.0;0;34.0;5.0;1.0;C25H31F3O5S;0;0;RESPIRATORY;9.0
DEXBROMPHENIRAMINE;4;319.25;3.93;16.13;5.0;0;19.0;2.0;0.0;C16H19BrN2;1;0;RESPIRATORY;8.0
HYDROCORTISONE;4;362.47;1.78;94.83;2.0;0;26.0;5.0;3.0;C21H30O5;0;0;RESPIRATORY;7.0
TRIAMCINOLONE;4;394.44;0.62;115.06;2.0;0;28.0;6.0;4.0;C21H27FO6;0;0;RESPIRATORY;8.0
METHAPYRILENE;4;261.39;2.71;19.37;6.0;0;18.0;3.0;0.0;C14H19N3S;1;0;RESPIRATORY;7.0
BEMEGRIDE;0;155.2;0.84;46.17;1.0;0;11.0;3.0;1.0;C8H13NO2;0;0;RESPIRATORY;3.0
PIPAZETHATE;0;399.52;4.32;54.9;6.0;0;28.0;6.0;0.0;C21H25N3O3S;1;0;RESPIRATORY;11.0
PROCATEROL;3;290.36;2.04;85.35;5.0;0;21.0;5.0;4.0;C16H22N2O3;1;0;RESPIRATORY;7.0
HEXAMIDINE;4;354.45;3.27;118.2;11.0;0;26.0;6.0;6.0;C20H26N4O2;1;0;RESPIRATORY;10.0
LEVOCABASTINE;4;420.53;4.89;64.33;4.0;0;31.0;4.0;1.0;C26H29FN2O2;1;1;RESPIRATORY;13.0
BITOLTEROL;4;461.56;5.16;84.86;7.0;0;34.0;6.0;2.0;C28H31NO5;1;0;RESPIRATORY;14.0
AZELASTINE;4;381.91;4.3;38.13;3.0;0;27.0;4.0;0.0;C22H24ClN3O;1;0;RESPIRATORY;12.0
PHENIRAMINE;4;240.35;3.17;16.13;5.0;0;18.0;2.0;0.0;C16H20N2;1;0;RESPIRATORY;8.0
BROMODIPHENHYDRAMINE;4;334.26;4.12;12.47;6.0;0;20.0;2.0;0.0;C17H20BrNO;1;0;RESPIRATORY;8.0
LIDOCAINE;4;234.34;2.58;32.34;5.0;0;17.0;3.0;1.0;C14H22N2O;0;0;RESPIRATORY;5.0
DROPROPIZINE;3;236.32;0.16;46.94;4.0;0;17.0;4.0;2.0;C13H20N2O2;0;0;RESPIRATORY;5.0
NEDOCROMIL;4;371.35;2.48;126.81;5.0;0;27.0;8.0;2.0;C19H17NO7;0;1;RESPIRATORY;12.0
HEXOPRENALINE;0;420.51;2.02;145.44;13.0;0;30.0;8.0;8.0;C22H32N2O6;1;0;RESPIRATORY;8.0
KETOTIFEN;4;309.43;4.01;20.31;0.0;0;22.0;2.0;0.0;C19H19NOS;0;0;RESPIRATORY;11.0
BAMBUTEROL;3;367.45;2.23;91.34;5.0;0;26.0;8.0;2.0;C18H29N3O5;1;0;RESPIRATORY;6.0
BUCLIZINE;4;433.04;6.54;6.48;5.0;0;31.0;2.0;0.0;C28H33ClN2;0;0;RESPIRATORY;13.0
DEXAMETHASONE;4;392.47;1.9;94.83;2.0;0;28.0;5.0;3.0;C22H29FO5;0;0;RESPIRATORY;8.0
EPINEPHRINE;4;183.21;0.35;72.72;3.0;0;13.0;4.0;4.0;C9H13NO3;1;0;RESPIRATORY;4.0
ALBUTEROL;4;239.31;1.31;72.72;4.0;0;17.0;4.0;4.0;C13H21NO3;1;0;RESPIRATORY;4.0
SALMETEROL;4;415.57;4.11;81.95;16.0;0;30.0;5.0;4.0;C25H37NO4;1;0;RESPIRATORY;8.0
TRIAMCINOLONE HEXACETONIDE;4;532.65;4.41;99.13;4.0;0;38.0;7.0;1.0;C30H41FO7;0;0;RESPIRATORY;10.0
CARBUTEROL;0;267.33;1.3;107.61;4.0;0;19.0;6.0;6.0;C13H21N3O3;1;0;RESPIRATORY;5.0
DESLORATADINE;4;310.83;4.02;24.92;0.0;0;22.0;2.0;1.0;C19H19ClN2;1;0;RESPIRATORY;11.0
MEPIXANOX;0;323.39;3.94;42.68;3.0;0;24.0;4.0;0.0;C20H21NO3;0;0;RESPIRATORY;11.0
AMBUPHYLLINE;0;269.31;-1.04;72.68;0.0;0;13.0;6.0;1.0;C11H19N5O3;0;0;RESPIRATORY;5.0
PREDNISOLONE TEBUTATE;4;458.6;3.54;100.9;4.0;0;33.0;6.0;2.0;C27H38O6;0;0;RESPIRATORY;9.0
XYLOMETAZOLINE;4;244.38;3.15;24.39;2.0;0;18.0;2.0;1.0;C16H24N2;1;0;RESPIRATORY;6.0
LEVOCETIRIZINE;4;388.9;3.15;53.01;8.0;0;27.0;5.0;1.0;C21H25ClN2O3;0;1;RESPIRATORY;10.0
DIMEMORFAN;0;255.41;3.68;3.24;0.0;0;19.0;1.0;0.0;C18H25N;1;0;RESPIRATORY;7.0
DEXAMETHASONE ACETATE;4;434.5;2.47;100.9;3.0;0;31.0;6.0;2.0;C24H31FO6;0;0;RESPIRATORY;9.0
PROXYPHYLLINE;4;238.25;-1.19;82.05;2.0;0;17.0;7.0;1.0;C10H14N4O3;0;0;RESPIRATORY;6.0
OXATOMIDE;4;426.56;4.13;44.27;7.0;0;32.0;5.0;1.0;C27H30N4O;0;0;RESPIRATORY;15.0
ZIPEPROL;0;384.52;2.74;45.17;9.0;0;28.0;5.0;1.0;C23H32N2O3;0;0;RESPIRATORY;9.0
BUTAMIRATE;0;307.43;3.08;38.77;11.0;0;22.0;4.0;0.0;C18H29NO3;1;0;RESPIRATORY;5.0
THIAZINAMIUM;0;299.46;4.38;3.24;3.0;0;21.0;2.0;0.0;C18H23N2S+;1;0;RESPIRATORY;9.0
PREDNISOLONE;4;360.45;1.56;94.83;2.0;0;26.0;5.0;3.0;C21H28O5;0;0;RESPIRATORY;8.0
OXITROPIUM BROMIDE;4;412.32;1.45;59.06;5.0;0;24.0;5.0;1.0;C19H26BrNO4;0;0;RESPIRATORY;7.0
REPROTEROL;4;389.41;-0.44;134.54;7.0;0;28.0;10.0;4.0;C18H23N5O5;1;0;RESPIRATORY;10.0
OXYMETAZOLINE;4;260.38;2.85;44.62;2.0;0;19.0;3.0;2.0;C16H24N2O;1;0;RESPIRATORY;6.0
HISTAPYRRODINE;0;280.42;3.79;6.48;6.0;0;21.0;2.0;0.0;C19H24N2;1;0;RESPIRATORY;9.0
CARBOCYSTEINE;4;179.2;-0.78;100.62;5.0;0;11.0;5.0;4.0;C5H9NO4S;1;1;RESPIRATORY;2.0
NIKETHAMIDE;4;178.24;1.56;33.2;3.0;0;13.0;3.0;0.0;C10H14N2O;0;0;RESPIRATORY;5.0
CARBINOXAMINE;4;290.79;3.4;25.36;6.0;0;20.0;3.0;0.0;C16H19ClN2O;1;0;RESPIRATORY;8.0
THEBACON;0;341.41;2.42;48.0;2.0;0;25.0;5.0;0.0;C20H23NO4;1;0;RESPIRATORY;10.0
TRIMETHOBENZAMIDE;4;388.46;2.58;69.26;10.0;0;28.0;7.0;1.0;C21H28N2O5;1;0;RESPIRATORY;9.0
OXTRIPHYLLINE;4;283.33;-1.04;72.68;0.0;0;13.0;6.0;1.0;C12H21N5O3;0;0;RESPIRATORY;5.0
CROMOLYN;4;468.37;2.11;173.71;8.0;0;34.0;11.0;3.0;C23H16O11;0;1;RESPIRATORY;16.0
ISOETHARINE;4;239.31;1.91;72.72;5.0;0;17.0;4.0;4.0;C13H21NO3;1;0;RESPIRATORY;4.0
PRANLUKAST;3;481.51;4.63;123.0;9.0;0;36.0;9.0;2.0;C27H23N5O4;0;1;RESPIRATORY;19.0
OXOLAMINE;3;245.33;2.62;42.16;6.0;0;18.0;4.0;0.0;C14H19N3O;1;0;RESPIRATORY;7.0
CHLORHEXIDINE;4;505.46;4.18;167.58;9.0;0;34.0;10.0;10.0;C22H30Cl2N10;1;0;RESPIRATORY;12.0
METIZOLINE;0;230.34;2.75;24.39;2.0;0;16.0;2.0;1.0;C13H14N2S;1;0;RESPIRATORY;8.0
DEXCHLORPHENIRAMINE;4;274.8;3.82;16.13;5.0;0;19.0;2.0;0.0;C16H19ClN2;1;0;RESPIRATORY;8.0
ETAMIPHYLLIN;0;279.34;-0.22;65.06;5.0;0;20.0;7.0;0.0;C13H21N5O2;1;0;RESPIRATORY;6.0
TRAMAZOLINE;0;215.3;1.94;36.42;1.0;0;16.0;3.0;2.0;C13H17N3;1;0;RESPIRATORY;7.0
CODEINE;4;299.37;1.5;41.93;1.0;0;22.0;4.0;1.0;C18H21NO3;1;0;RESPIRATORY;9.0
PREDNISOLONE ACETATE;4;402.49;2.13;100.9;3.0;0;29.0;6.0;2.0;C23H30O6;0;0;RESPIRATORY;9.0
DEPTROPINE;0;333.48;4.52;12.47;2.0;0;25.0;2.0;0.0;C23H27NO;1;0;RESPIRATORY;11.0
IVACAFTOR;4;392.5;5.08;82.19;2.0;0;29.0;5.0;3.0;C24H28N2O3;0;0;RESPIRATORY;12.0
FENOTEROL;4;303.36;2.06;92.95;6.0;0;22.0;5.0;5.0;C17H21NO4;1;0;RESPIRATORY;8.0
ASTEMIZOLE;4;458.58;5.35;42.32;8.0;0;34.0;5.0;1.0;C28H31FN4O;1;0;RESPIRATORY;15.0
PYRILAMINE;4;285.39;2.66;28.6;7.0;0;21.0;4.0;0.0;C17H23N3O;1;0;RESPIRATORY;8.0
DIMEFLINE;0;323.39;3.84;42.68;4.0;0;24.0;4.0;0.0;C20H21NO3;0;0;RESPIRATORY;11.0
SPAGLUMIC ACID;0;304.25;-1.6;170.1;9.0;0;21.0;10.0;5.0;C11H16N2O8;0;1;RESPIRATORY;5.0
CYCLOPENTAMINE;0;141.26;2.17;12.03;3.0;0;10.0;1.0;1.0;C9H19N;1;0;RESPIRATORY;1.0
BETAMETHASONE BENZOATE;4;496.58;3.76;100.9;4.0;0;36.0;6.0;2.0;C29H33FO6;0;0;RESPIRATORY;13.0
FEDRILATE;0;347.45;2.39;48.0;6.0;0;25.0;5.0;0.0;C20H29NO4;0;0;RESPIRATORY;7.0
TYMAZOLINE;0;232.33;2.5;33.62;4.0;0;17.0;3.0;1.0;C14H20N2O;1;0;RESPIRATORY;6.0
RIMITEROL;4;223.27;1.27;72.72;2.0;0;16.0;4.0;4.0;C12H17NO3;1;0;RESPIRATORY;5.0
