Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;double bond equivalents
9-N-ISOBUTYL-8-ISOBUTYLOXY-MANZAMINE A;0;676.99;9.02;53.76;6.0;0;50.0;6.0;1.0;C44H60N4O2;1;0;17.0
16-O-METHYLSESTERSTATIN 4;0;400.6;6.26;42.6;1.0;0;29.0;3.0;1.0;C26H40O3;0;0;7.0
ARISANSCHININ K;0;470.52;3.99;103.68;5.0;0;34.0;8.0;2.0;C26H30O8;0;0;12.0
REMOXIPRIDE HYDROCHLORIDE;0;407.74;2.68;50.8;6.0;0;22.0;5.0;1.0;C16H24BrClN2O3;0;0;5.0
FLORATHEASAPONIN A;0;1203.33;1.5552876434133438;407.0;16.0;0;84.0;26.0;13.0;C58H90O26;0;0;14.0
ROTOXAMINE;0;290.79;3.4;25.36;6.0;0;20.0;3.0;0.0;C16H19ClN2O;1;0;8.0
ANTAZOLINE PHOSPHATE;4;363.35;2.69;27.63;5.0;0;20.0;3.0;1.0;C17H22N3O4P;1;0;8.5
BENZOYLCASSIARIN A;0;317.34;4.52;48.42;2.0;0;24.0;4.0;0.0;C20H15NO3;0;0;14.0
3-CHLOROANILINE;0;127.57;1.92;26.02;0.0;0;8.0;1.0;2.0;C6H6ClN;0;0;4.0
ARTONIN A;0;502.56;6.08;109.36;2.0;0;37.0;7.0;3.0;C30H30O7;0;0;16.0
GALLOYLPAEONIFLORIN;0;632.57;-0.38;231.13;8.0;0;45.0;15.0;7.0;C30H32O15;0;0;15.0
ANICEQUOL;0;504.71;4.15;104.06;5.0;0;36.0;6.0;3.0;C30H48O6;0;0;7.0
ALBOPUNCTATONE;0;480.43;3.11;152.36;1.0;0;36.0;8.0;5.0;C28H16O8;0;0;21.0
CAMARIC ACID;0;568.8;7.06;93.06;3.0;0;41.0;6.0;2.0;C35H52O6;0;1;10.0
PALMONINE F;0;422.56;3.8;82.06;3.0;0;30.0;6.0;1.0;C24H38O6;0;0;6.0
ISOTHIOCYANATE;0;59.09;0.67;23.85;0.0;0;3.0;1.0;1.0;CHNS;0;0;2.0
16-HYDROXY-9BETA,10BETA-EPOXYRORIDIN A;0;564.63;0.58;156.81;2.0;0;40.0;11.0;3.0;C29H40O11;0;0;10.0
PIPECURONIUM BROMIDE;4;762.71;3.63;59.08;4.0;0;43.0;8.0;0.0;C35H62Br2N4O4;0;0;6.0
ARGENTINOGENIN;0;414.5;3.23;107.97;1.0;0;30.0;6.0;3.0;C24H30O6;0;0;10.0
CLORGILINE;0;272.18;3.33;12.47;6.0;0;17.0;2.0;0.0;C13H15Cl2NO;0;0;6.0
METHOMYL;0;162.21;1.04;50.69;1.0;0;10.0;4.0;1.0;C5H10N2O2S;0;0;2.0
ORCHIDASTROSIDE B;0;1607.7;1.074324073560584;591.0;21.0;0;111.0;39.0;21.0;C72H118O39;0;0;14.0
JAVORICIN FORMAL;0;608.9;8.08;94.45;23.0;0;43.0;7.0;2.0;C36H64O7;0;0;5.0
NEOKADSURANIN;0;414.45;4.51;64.61;4.0;0;30.0;7.0;0.0;C23H26O7;0;0;11.0
VALPROPYLHYDROXAMIC ACID;0;159.23;1.71;49.33;5.0;0;11.0;3.0;2.0;C8H17NO2;0;0;1.0
ANGUSTIBALIN;0;304.34;1.82;69.67;1.0;0;22.0;5.0;0.0;C17H20O5;0;0;8.0
WENTILACTONE A;0;304.3;0.11;85.36;0.0;0;22.0;6.0;1.0;C16H16O6;0;0;9.0
MILICIFOLINE C;0;636.92;10.21;52.6;1.0;0;47.0;4.0;0.0;C43H56O4;0;0;16.0
MACAFLAVANONE E;0;490.6;6.62;96.22;5.0;0;36.0;6.0;3.0;C30H34O6;0;0;14.0
BRYOSTATIN 16;0;790.94;4.68;193.58;4.0;0;56.0;14.0;3.0;C42H62O14;0;0;12.0
GIBBEROKETOSTEROL;0;446.67;4.9;77.76;5.0;0;32.0;4.0;3.0;C28H46O4;0;0;6.0
NIGERAPYRONE F;0;308.38;4.71;39.44;5.0;0;23.0;3.0;0.0;C20H20O3;0;0;11.0
(+/-)-PENTAACETYLCATECHIN;0;500.46;3.0;140.73;6.0;0;36.0;11.0;0.0;C25H24O11;0;0;14.0
ACETOSYRINGONE;0;196.2;1.61;55.76;3.0;0;14.0;4.0;1.0;C10H12O4;0;0;5.0
Heptamethylene 1,7-bis-imadacloprid;0;607.5;3.76;149.74;14.0;0;41.0;14.0;0.0;C25H32Cl2N10O4;0;0;14.0
AMINOTHIAZOLE;0;100.15;0.73;38.91;0.0;0;6.0;2.0;2.0;C3H4N2S;0;0;3.0
EPICOCCIN K;0;458.6;-0.42;121.54;2.0;0;30.0;8.0;4.0;C20H30N2O6S2;0;0;7.0
INDOLINE;0;119.17;1.65;12.03;0.0;0;9.0;1.0;1.0;C8H9N;0;0;5.0
METHYLGEOPYXIN A;0;362.47;2.25;83.83;1.0;0;26.0;5.0;2.0;C21H30O5;0;0;7.0
SOLANIGROSIDE H;0;1047.2;1.8124885728302669;335.0;10.0;0;73.0;22.0;12.0;C51H82O22;0;0;11.0
PYROCATECHOL VIOLET;0;386.38;2.73;132.13;3.0;0;27.0;7.0;4.0;C19H14O7S;0;1;13.0
7-HYDROXYETODOLAC;0;303.36;3.09;82.55;4.0;0;22.0;5.0;3.0;C17H21NO4;0;1;8.0
UNTENONE A;0;380.57;5.52;63.6;16.0;0;27.0;4.0;1.0;C23H40O4;0;0;4.0
SODIUM GLUTAMATE;0;169.11;-2.9808163588459458;103.0;4.0;0;11.0;5.0;2.0;C5H8NNaO4;0;0;2.5
HYPERIELLIPTONE HB;0;460.61;4.24;111.9;5.0;0;33.0;6.0;3.0;C27H40O6;0;1;8.0
FELOPRENTAN;0;528.61;5.15;100.0;12.0;0;39.0;8.0;1.0;C31H32N2O6;0;1;17.0
LOWDENIC ACID;0;448.6;5.89;89.9;15.0;0;32.0;6.0;1.0;C26H40O6;0;1;7.0
BENGACARBOLINE;0;445.57;5.07;85.42;4.0;0;34.0;5.0;6.0;C29H27N5;1;0;19.0
NANTENINE;0;339.39;3.18;40.16;2.0;0;25.0;5.0;0.0;C20H21NO4;0;0;11.0
INFLATIN D;0;434.44;3.37;106.57;4.0;0;31.0;9.0;0.0;C22H26O9;0;0;10.0
FENOPROFEN SODIUM;0;264.26;3.67;46.53;4.0;0;18.0;3.0;1.0;C15H13NaO3;0;1;9.5
CHELIFEROSIDE L1;0;682.72;1.99;203.19;7.0;0;42.0;13.0;4.0;C27H40Na2O13S2;0;1;8.0
PENDULETIN;0;344.32;2.9;98.36;4.0;0;25.0;7.0;2.0;C18H16O7;0;0;11.0
DEOXYLAPACHOL;0;226.27;3.35;34.14;2.0;0;17.0;2.0;0.0;C15H14O2;0;0;9.0
Rhenium complex;0;743.8;1.887536889854276;158.0;7.0;0;35.0;10.0;2.0;C25H32Cl2N3O3ReS2+;1;0;11.0
LEUCORIDINE D;0;558.81;6.73;30.87;4.0;0;42.0;4.0;1.0;C38H46N4;1;0;18.0
IODACYCLUR;0;342.09;-1.53;104.55;5.0;0;16.0;7.0;3.0;C8H11IN2O5;0;0;4.0
OXYMATRINOL;0;268.4;1.62;55.32;4.0;0;19.0;4.0;2.0;C15H28N2O2;1;0;3.0
TROGOPTEROID D;0;316.44;3.7;57.53;2.0;0;23.0;3.0;2.0;C20H28O3;0;0;7.0
N-(3-CHLORO-4-ETHOXYPHENYL)-N'-ETHOXYFORMIMIDAMIDE;0;242.71;3.13;42.85;6.0;0;16.0;4.0;1.0;C11H15ClN2O2;0;0;5.0
DERAMCICLANE;0;301.47;4.31;12.47;5.0;0;22.0;2.0;0.0;C20H31NO;1;0;6.0
ACHN-975;1;369.42;0.01;124.68;5.0;0;27.0;7.0;6.0;C20H23N3O4;0;0;11.0
DIHYDROXIDINE;0;267.33;2.65;52.49;0.0;0;20.0;3.0;3.0;C17H17NO2;1;0;10.0
10-ACETYLRYANODINE;0;535.59;0.38;178.77;4.0;0;38.0;11.0;6.0;C27H37NO10;0;0;10.0
SHINPTEROCARPIN;0;322.36;4.19;47.92;0.0;0;24.0;4.0;1.0;C20H18O4;0;0;12.0
PINUSOLIDE;0;346.47;4.2;52.6;4.0;0;25.0;4.0;0.0;C21H30O4;0;0;7.0
HYDROXYCORNEXISTIN;0;324.33;-0.21;121.13;3.0;0;23.0;7.0;3.0;C16H20O7;0;0;7.0
GEMICHALCONES C;0;532.55;4.86;153.75;10.0;0;39.0;9.0;5.0;C30H28O9;0;0;17.0
ECHINOFURAN;0;214.31;3.97;13.14;0.0;0;16.0;1.0;0.0;C15H18O;0;0;7.0
COCHINCHINENONE;0;318.33;1.73;93.06;6.0;0;23.0;6.0;2.0;C17H18O6;0;0;9.0
HERICENONE J;0;316.4;4.31;55.76;6.0;0;23.0;4.0;1.0;C19H24O4;0;0;8.0
(+)-9'-ISOVALEROXYLARICIRESINOL;0;444.52;4.25;94.45;9.0;0;32.0;7.0;2.0;C25H32O7;0;0;10.0
11ALPHA,20ALPHA-EPOXYJUNCEELLOLIDE;0;566.6;1.54;164.26;4.0;0;40.0;12.0;1.0;C28H38O12;0;0;10.0
KUTZNERIDE 2;0;889.19;-0.05;265.27;6.0;0;59.0;19.0;8.0;C37H48Cl3N7O12;0;1;16.0
VATALBINOSIDE E;0;794.76;-0.39;288.91;8.0;0;57.0;17.0;12.0;C40H42O17;0;0;20.0
DEXPROPRANOLOL HYDROCHLORIDE;0;295.81;2.58;41.49;6.0;0;19.0;3.0;2.0;C16H22ClNO2;1;0;6.0
N-METHYL-MITOMYCIN A;0;363.37;-0.62;111.17;4.0;0;26.0;9.0;2.0;C17H21N3O6;0;0;9.0
NORTOPSENTINE A;0;456.14;6.23;60.26;2.0;0;25.0;4.0;3.0;C19H12Br2N4;0;0;15.0
DECARBOXYPEYONINE;0;261.32;2.76;32.62;6.0;0;19.0;4.0;0.0;C15H19NO3;0;0;7.0
AXIVALIN;0;322.36;1.66;82.06;1.0;0;23.0;6.0;1.0;C17H22O6;0;0;7.0
BUPLEURYNOL;0;256.39;4.01;20.23;8.0;0;19.0;1.0;1.0;C18H24O;0;0;7.0
METHOXYNEPATAEFOLIN;0;436.5;2.12;92.82;2.0;0;31.0;8.0;0.0;C23H32O8;0;0;8.0
KALIHINOL X;0;425.04;5.28;46.18;2.0;0;28.0;4.0;1.0;C22H33ClN2O2S;0;0;7.0
(CYCLOPENTYLAMINO)CARBONYLPHOSPHONIC ACID;0;193.14;0.82;86.63;2.0;0;12.0;5.0;3.0;C6H12NO4P;0;1;1.5
BENZOIC ACID PROPYLCARBAMOYLMETHYL ESTER;0;221.26;1.37;55.4;5.0;0;16.0;4.0;1.0;C12H15NO3;0;0;6.0
ISATORIBINE;0;316.3;-2.66;163.69;2.0;0;21.0;10.0;6.0;C10H12N4O6S;0;0;7.0
SIMULANOQUINOLINE;0;618.69;6.86;80.62;5.0;0;46.0;9.0;0.0;C37H34N2O7;0;0;22.0
TRIPHENYLSTANNYL ACETATE;0;409.07;5.2715531434074885;26.3;5.0;0;23.0;2.0;0.0;C20H18O2Sn;0;0;12.0
BUTETHAMINE;0;236.31;1.67;64.35;6.0;0;17.0;4.0;3.0;C13H20N2O2;1;0;5.0
BENZYL CARBAMIMIDOTHIOATE;0;166.25;1.81;49.87;2.0;0;11.0;2.0;3.0;C8H10N2S;1;0;5.0
7-HYDROXYFLAVANONE;0;240.26;3.1;46.53;1.0;0;18.0;3.0;1.0;C15H12O3;0;0;10.0
BENZO[D]THIAZOLE;0;135.19;2.3;12.89;0.0;0;9.0;1.0;0.0;C7H5NS;0;0;6.0
LONIPHENYRUVIRIDOSIDE B;0;520.49;-0.17;192.44;7.0;0;37.0;12.0;6.0;C25H28O12;0;1;12.0
PIROCTONE;0;237.34;3.01;42.23;3.0;0;17.0;3.0;1.0;C14H23NO2;0;0;4.0
ROTIORINOL C;0;398.46;2.81;93.06;6.0;0;29.0;6.0;2.0;C23H26O6;0;0;11.0
GUANIDINONEOMYCIN;0;866.9;-11.75;568.39;15.0;0;60.0;31.0;31.0;C29H58N18O13;1;0;10.0
SC-58125;0;384.35;4.1;51.96;3.0;0;26.0;4.0;0.0;C17H12F4N2O2S;0;0;11.0
ARISTOLACTAM BIII;0;309.32;3.58;56.79;3.0;0;23.0;5.0;1.0;C18H15NO4;0;0;12.0
ECHINOCYSTIC ACID;0;472.71;6.2;77.76;1.0;0;34.0;4.0;3.0;C30H48O4;0;1;7.0
BENZYL CARBAMATE;0;151.16;1.28;52.32;2.0;0;11.0;3.0;2.0;C8H9NO2;0;0;5.0
GANODERIC ACID TR 1;0;468.68;6.5;74.6;5.0;0;34.0;4.0;2.0;C30H44O4;0;1;9.0
ACACIOSIDE B;0;1086.28;2.377762069691255;310.0;13.0;0;77.0;19.0;10.0;C57H83NO19;0;0;17.0
BISDEMETHOXYCURCUMIN;0;308.33;3.35;74.6;6.0;0;23.0;4.0;2.0;C19H16O4;0;0;12.0
SPIROMUSTINE;0;336.26;2.02;52.65;7.0;0;21.0;5.0;1.0;C14H23Cl2N3O2;0;0;4.0
3-AMINOPHENOL HYDROCHLORIDE;0;145.59;0.97;46.25;0.0;0;8.0;2.0;3.0;C6H8ClNO;0;0;3.0
GUANCYDINE;0;154.22;0.56;74.2;2.0;0;11.0;4.0;3.0;C7H14N4;0;0;3.0
PHARACINE;0;440.45;3.59;105.2;0.0;0;32.0;8.0;0.0;C24H24O8;0;0;13.0
MONOMARGINE;0;248.24;0.1;58.53;0.0;0;19.0;4.0;1.0;C15H8N2O2;0;0;13.0
CLATHRAMIDE C;0;343.18;0.74;106.58;5.0;0;20.0;7.0;4.0;C12H15BrN4O3;1;1;7.0
TAUROTRIHYDROXYCOPROSTANOIC ACID;0;601.8;2.85;181.46;10.0;0;41.0;10.0;6.0;C30H51NO9S;0;1;6.0
FADROZOLE HYDROCHLORIDE;0;259.74;2.68;41.61;1.0;0;17.0;3.0;0.0;C14H14ClN3;0;0;9.0
METHYL-6-EPI-CUCURBATE;0;226.32;2.29;46.53;5.0;0;16.0;3.0;1.0;C13H22O3;0;0;3.0
SAGITTINE A;0;302.46;5.21;37.3;2.0;0;22.0;2.0;1.0;C20H30O2;0;1;6.0
PHENAZINIUM;0;350.85;3.31;46.03;2.0;0;24.0;4.0;2.0;C20H19ClN4;0;0;13.0
QUERCETAGETINIDIN;0;303.25;2.61;132.68;1.0;0;22.0;7.0;6.0;C15H11O7+;1;1;11.0
PENICITRINOL F;0;412.48;4.21;74.22;1.0;0;30.0;6.0;1.0;C24H28O6;0;0;11.0
PYRIDIN-3-YL-ETHYL-DIPHOSPHATE;0;283.11;0.85;126.18;6.0;0;17.0;8.0;3.0;C7H11NO7P2;0;1;3.0
DEHYDROCURVULARIN;0;290.31;2.49;83.83;0.0;0;21.0;5.0;2.0;C16H18O5;0;0;8.0
LYXOSE;0;150.13;-2.58;90.15;0.0;0;10.0;5.0;4.0;C5H10O5;0;0;1.0
FTCTP;0;487.19;-0.1;229.96;8.0;0;28.0;15.0;6.0;C8H13FN3O12P3S;0;1;3.5
AURANTICIN B;0;438.43;4.76;119.36;5.0;0;32.0;8.0;2.0;C24H22O8;0;1;14.0
TEBIPENEM;0;383.5;0.66;93.44;4.0;0;25.0;7.0;2.0;C16H21N3O4S2;0;1;8.0
ROTENOISIN B;0;496.51;2.54;108.37;3.0;0;36.0;9.0;2.0;C27H28O9;0;0;14.0
LESPEFLORIN B4;0;492.61;6.01;107.22;7.0;0;36.0;6.0;4.0;C30H36O6;0;0;13.0
DAPHOLDHAMINE C;0;411.45;1.96;100.21;1.0;0;30.0;7.0;2.0;C23H25NO6;0;0;12.0
ISOBUTYL 2-AMINOBENZOATE;0;193.25;2.08;52.32;3.0;0;14.0;3.0;2.0;C11H15NO2;0;0;5.0
CRATOXYARBORENONE C;0;424.49;5.39;89.13;6.0;0;31.0;6.0;2.0;C25H28O6;0;0;12.0
CINNABARAMIDE D;0;369.46;0.97;127.09;8.0;0;26.0;7.0;5.0;C19H31NO6;0;1;5.0
PROPYL 2-CINNAMAMIDOACETATE;0;247.29;1.77;55.4;6.0;0;18.0;4.0;1.0;C14H17NO3;0;0;7.0
EUPACHNILIDE F;0;470.9;0.64;131.89;5.0;0;32.0;9.0;2.0;C22H27ClO9;0;0;9.0
OBLIQUIN;0;244.25;2.51;48.67;1.0;0;18.0;4.0;0.0;C14H12O4;0;0;9.0
SCULPONIN I;0;378.42;0.32;105.45;0.0;0;27.0;7.0;3.0;C20H26O7;0;0;8.0
ESULATIN J;0;548.67;4.17;122.27;6.0;0;39.0;9.0;0.0;C30H44O9;0;0;9.0
6-DEOXY PENCICLOVIR;0;237.26;-0.6;110.08;5.0;0;17.0;7.0;4.0;C10H15N5O2;0;0;6.0
BIS(8)-HUPERZINE B;0;680.89;3.54;112.82;7.0;0;50.0;10.0;2.0;C40H52N6O4;0;0;18.0
NAMONIN B;0;1185.27;2.077261951443325;359.0;16.0;0;83.0;26.0;8.0;C57H84O26;0;0;16.0
BUTANOL;0;74.12;0.78;20.23;1.0;0;5.0;1.0;1.0;C4H10O;0;0;0.0
SARCOSTOLIDE G;0;332.44;3.8;60.44;1.0;0;24.0;4.0;0.0;C20H28O4;0;0;7.0
NEOABIESLACTONE E;0;466.66;6.44;63.6;3.0;0;34.0;4.0;1.0;C30H42O4;0;0;10.0
CINNABARAMIDE B;0;351.44;1.45;95.86;7.0;0;25.0;6.0;3.0;C19H29NO5;0;0;6.0
UMIFENOVIR;3;477.42;5.18;54.7;7.0;0;29.0;5.0;1.0;C22H25BrN2O3S;1;1;11.0
(S)-PROCYCLIDINE;0;287.45;3.94;23.47;5.0;0;21.0;2.0;1.0;C19H29NO;1;0;6.0
PAROXETINE HYDROCHLORIDE;4;365.83;3.33;39.72;4.0;0;24.0;4.0;1.0;C19H21ClFNO3;1;0;9.0
ERYTHRIBYSSIN K;0;284.27;2.62;83.83;2.0;0;21.0;5.0;2.0;C16H12O5;0;0;11.0
UT-231B;2;425.48;0.37;73.16;8.0;0;19.0;5.0;3.0;C18H35NO10;1;0;2.0
STOLONIDIOL ACETATE;0;378.51;3.53;71.59;3.0;0;27.0;5.0;1.0;C22H34O5;0;0;6.0
EPISPONGIADIOL;0;332.44;2.85;70.67;1.0;0;24.0;4.0;2.0;C20H28O4;0;0;7.0
THIODIGALACTOSIDE;0;358.37;-4.68;180.3;4.0;0;23.0;10.0;8.0;C12H22O10S;0;0;2.0
METAMFEPRAMONE;0;177.25;1.82;20.31;3.0;0;13.0;2.0;0.0;C11H15NO;0;0;5.0
CEDRONOLACTONE D;0;408.45;-0.68;133.52;0.0;0;29.0;8.0;4.0;C21H28O8;0;0;8.0
ECTEINASCIDIN 770;0;770.86;3.99;172.28;3.0;0;55.0;14.0;3.0;C40H42N4O10S;0;0;22.0
REBAUDIOSIDE C;0;951.02;-4.09;353.9;11.0;0;66.0;22.0;13.0;C44H70O22;0;0;10.0
ANCISTROBENOMINE A;0;419.48;4.9;81.04;5.0;0;31.0;6.0;2.0;C25H25NO5;0;0;14.0
GENTISIDE G;0;434.66;8.15;66.76;19.0;0;31.0;4.0;2.0;C27H46O4;0;0;5.0
Fe (II) complex;0;469.37;2.919363637696889;129.0;8.0;0;37.0;10.0;0.0;C16H23FeN5O4S2+2;0;0;8.0
SCHISANDRIN A1;0;534.56;4.98;94.21;6.0;0;39.0;9.0;0.0;C30H30O9;0;0;16.0
CERNUOSIDE B;0;1545.67;1.0621522897400046;571.0;20.0;0;107.0;36.0;21.0;C71H116O36;0;0;14.0
APTAZAPINE;0;253.35;2.34;11.41;0.0;0;19.0;3.0;0.0;C16H19N3;0;0;9.0
COLOSSOLACTONE A;0;516.76;5.97;86.99;7.0;0;37.0;5.0;3.0;C32H52O5;0;0;7.0
SARCOTIN E;0;410.51;6.42;72.81;10.0;0;30.0;5.0;1.0;C25H30O5;0;0;11.0
ESCULENTIN B;0;534.65;3.59;128.59;8.0;0;38.0;9.0;2.0;C29H42O9;0;0;9.0
7-DESETHYL-NORFLOXACIN;0;293.3;1.23;97.35;5.0;0;21.0;6.0;4.0;C14H16FN3O3;1;1;8.0
DOPEXAMINE;4;356.51;3.62;64.52;13.0;0;26.0;4.0;4.0;C22H32N2O2;1;0;8.0
PREDNICARBATE;4;488.58;3.7;116.2;6.0;0;35.0;8.0;1.0;C27H36O8;0;0;10.0
MELAGATRAN;0;429.52;0.81;148.61;9.0;0;31.0;9.0;6.0;C22H31N5O4;1;1;10.0
ALVESPIMYCIN;2;616.76;1.91;169.52;7.0;0;44.0;12.0;5.0;C32H48N4O8;0;0;11.0
MIFAMURTIDE;4;1277.51;1.884162373597575;384.0;58.0;0;85.0;19.0;10.0;C59H110N6NaO20P;0;0;8.0
MELOXICAM;4;351.41;1.95;99.6;2.0;0;23.0;7.0;2.0;C14H13N3O4S2;0;1;10.0
MIOCAMYCIN;0;898.05;3.91;218.19;14.0;0;63.0;18.0;1.0;C45H71NO17;0;0;11.0
TELOTRISTAT ETHYL;4;574.99;4.99;131.17;9.0;0;40.0;9.0;4.0;C27H26ClF3N6O3;0;0;16.0
PRAMIRACETAM;0;269.39;0.84;52.65;7.0;0;19.0;5.0;1.0;C14H27N3O2;1;0;3.0
UPAMOSTAT;2;629.82;4.34;154.63;11.0;0;44.0;11.0;4.0;C32H47N5O6S;0;0;12.0
UNOPROSTONE;0;382.54;4.26;94.83;15.0;0;27.0;5.0;3.0;C22H38O5;0;1;4.0
RUBITECAN;3;393.36;1.99;124.56;2.0;0;29.0;9.0;1.0;C20H15N3O6;0;0;15.0
DENUFOSOL TETRASODIUM;3;861.25;-2.87;390.27;14.0;0;48.0;26.0;10.0;C18H23N5Na4O21P4;0;1;10.0
DELAPRIL;3;452.55;2.61;95.94;11.0;0;33.0;7.0;2.0;C26H32N2O5;0;1;12.0
FENQUIZONE;0;337.79;1.84;101.29;2.0;0;22.0;6.0;4.0;C14H12ClN3O3S;0;0;10.0
ARISTOPHYLLIDE D;0;527.57;6.85;104.97;8.0;0;39.0;8.0;0.0;C31H29NO7;0;0;18.0
METHOXYVERAPAMIL;2;424.59;5.08;54.72;12.0;0;31.0;5.0;0.0;C26H36N2O3;1;0;10.0
ILEPATRIL;2;432.54;2.54;103.78;5.0;0;30.0;7.0;2.0;C22H28N2O5S;0;1;10.0
RIOCIGUAT;4;422.42;2.44;138.07;4.0;0;31.0;10.0;4.0;C20H19FN8O2;0;0;15.0
MERICITABINE;2;399.42;1.22;122.74;6.0;0;28.0;9.0;2.0;C18H26FN3O6;0;0;7.0
FIMASARTAN;3;501.66;4.22;92.59;9.0;0;36.0;8.0;1.0;C27H31N7OS;0;1;16.0
EPICORTICOSTERONE;0;346.47;2.67;74.6;2.0;0;25.0;4.0;2.0;C21H30O4;0;0;7.0
BALSALAZIDE DISODIUM;4;401.29;2.71;148.65;7.0;0;26.0;9.0;4.0;C17H13N3Na2O6;0;1;13.0
METOCLOPRAMIDE HYDROCHLORIDE;4;354.28;2.0;67.59;7.0;0;20.0;5.0;3.0;C14H25Cl2N3O3;1;0;3.0
CRIDANIMOD;2;253.26;2.24;59.3;2.0;0;19.0;4.0;1.0;C15H11NO3;0;1;11.0
PAXALISIB;2;382.43;0.97;117.1;2.0;0;28.0;10.0;2.0;C18H22N8O2;0;0;12.0
FINGOLIMOD;4;307.48;3.2;66.48;12.0;0;22.0;3.0;4.0;C19H33NO2;1;0;4.0
REBASTINIB;2;553.6;6.05;123.06;6.0;0;41.0;10.0;3.0;C30H28FN7O3;0;0;20.0
PIMECROLIMUS;4;810.47;5.72;158.13;6.0;0;56.0;12.0;2.0;C43H68ClNO11;0;0;10.0
LOBAPLATIN;3;397.33;-1.2771969395543137;115.0;0.0;0;15.0;5.0;2.0;C9H18N2O3Pt;0;0;2.0
SALSALATE;4;258.23;2.31;83.83;3.0;0;19.0;5.0;2.0;C14H10O5;0;1;10.0
NONOXYNOL 9;4;616.83;4.48;103.3;35.0;0;43.0;10.0;1.0;C33H60O10;0;0;4.0
BASTADIN 7;0;938.22;7.94;182.3;0.0;0;50.0;12.0;6.0;C34H26Br4N4O8;0;0;22.0
EPINASTINE HYDROCHLORIDE;4;285.78;2.47;41.62;0.0;0;19.0;3.0;2.0;C16H16ClN3;1;0;10.0
PENICILLIN G BENZATHINE;4;981.2;0.86;86.71;4.0;0;23.0;6.0;2.0;C48H64N6O12S2;0;1;20.0
CHLORCYCLIZINE;1;300.83;3.68;6.48;3.0;0;21.0;2.0;0.0;C18H21ClN2;0;0;9.0
GEMCITABINE HYDROCHLORIDE;4;299.66;-1.29;110.6;2.0;0;18.0;7.0;4.0;C9H12ClF2N3O4;0;0;4.0
BETA-ALANINE;0;89.09;-0.58;63.32;2.0;0;6.0;3.0;3.0;C3H7NO2;1;1;1.0
ZIDOVUDINE;4;267.25;-0.2;133.08;3.0;0;19.0;9.0;2.0;C10H13N5O4;0;0;7.0
GEPEFRINE;0;151.21;1.28;46.25;2.0;0;11.0;2.0;3.0;C9H13NO;1;0;4.0
SARIZOTAN HYDROCHLORIDE;3;384.88;4.37;34.15;5.0;0;26.0;3.0;1.0;C22H22ClFN2O;1;0;12.0
SELICICLIB;2;354.46;3.2;87.89;8.0;0;26.0;7.0;3.0;C19H26N6O;0;0;10.0
AFATINIB DIMALEATE;4;718.09;4.39;88.61;8.0;0;34.0;8.0;2.0;C32H33ClFN5O11;1;0;18.0
BMS-929075;1;538.55;5.92;97.12;6.0;0;40.0;7.0;2.0;C31H24F2N4O3;0;0;21.0
GAMMA-AMINOBUTYRIC ACID;1;103.12;-0.19;63.32;3.0;0;7.0;3.0;3.0;C4H9NO2;1;1;1.0
CASEARGREWIIN A;0;532.67;5.27;97.36;10.0;0;38.0;8.0;0.0;C30H44O8;0;0;9.0
LIOTHYRONINE SODIUM;4;672.96;3.95;92.78;5.0;0;23.0;5.0;4.0;C15H11I3NNaO4;1;1;9.5
ABT-751;2;371.42;3.34;100.55;6.0;0;26.0;7.0;3.0;C18H17N3O4S;0;0;12.0
NEFIRACETAM;2;246.31;1.86;49.41;3.0;0;18.0;4.0;1.0;C14H18N2O2;0;0;7.0
LAMELLARIN K;0;517.53;5.09;111.77;5.0;0;38.0;9.0;3.0;C29H27NO8;0;0;17.0
MEVIDALEN;2;450.41;4.75;60.77;6.0;0;30.0;4.0;2.0;C24H29Cl2NO3;0;0;10.0
METFORMIN HYDROCHLORIDE;4;165.63;-1.03;88.99;0.0;0;9.0;5.0;5.0;C4H12ClN5;1;0;1.0
MICAFUNGIN;4;1270.29;0.5652004661402898;519.0;18.0;0;89.0;24.0;16.0;C56H71N9O23S;0;0;26.0
NICOTINE;4;162.24;1.85;16.13;1.0;0;12.0;2.0;0.0;C10H14N2;1;0;5.0
2-OCTYL CYANOACRYLATE;3;209.29;2.97;50.09;7.0;0;15.0;3.0;0.0;C12H19NO2;0;0;4.0
PIRITRAMIDE;3;430.6;3.69;73.36;7.0;0;32.0;5.0;2.0;C27H34N4O;1;0;13.0
HIDROSMIN;0;652.6;-1.42;247.43;10.0;0;46.0;16.0;8.0;C30H36O16;0;0;13.0
LANDIPIRDINE;2;362.43;2.75;89.26;4.0;0;25.0;5.0;3.0;C18H19FN2O3S;0;0;10.0
DIAZOXIDE CHOLINE;2;333.84;1.87;58.53;0.0;0;14.0;4.0;1.0;C13H20ClN3O3S;0;0;5.0
LAEVIGATOL D;0;368.47;1.56;102.68;0.0;0;26.0;6.0;4.0;C20H32O6;0;0;5.0
OLUMACOSTAT GLASARETIL;3;481.63;5.54;95.28;20.0;0;34.0;8.0;0.0;C26H43NO7;0;0;6.0
